company;class;symbol;economatica_classification;metric_name;31/03/2016;30/06/2016;30/09/2016;31/12/2016;31/03/2017;30/06/2017;30/09/2017;31/12/2017;31/03/2018;30/06/2018;30/09/2018;31/12/2018;31/03/2019;30/06/2019;30/09/2019;31/12/2019;31/03/2020;30/06/2020;30/09/2020
Petrorio;ON;PRIO3;oil_and_gas;financial_revenue;89896;176318;296028;313817;68333;100258;165016;171756;49311;134176;246039;313524;60886;129877;199651;377142;654267;759345;1034843
Petrorio;ON;PRIO3;oil_and_gas;short_term_loans;1604;706;1706;688;166145;165606;92763;96632;76242;199484;771;222743;507290;607362;888864;1447355;2114234;1668978;1637624
Petrorio;ON;PRIO3;oil_and_gas;long_term_loans;31454;31430;31431;31431;31431;31431;31393;54038;31245;31241;31241;56959;775163;724663;459663;810703;1145173;1159570;1173288
Pettenati;PN;PTNT4;textile;net_revenue;377911;512763;104365;207677;340129;483551;105596;203734;326043;463090;142033;246651;395952;547812;153070;273896;422048;473890;186563
Pettenati;PN;PTNT4;textile;cogs;309630;419015;84996;170364;277461;391909;86217;171541;273278;388112;116592;211163;340891;467707;129484;238165;369398;425180;151189
Pettenati;PN;PTNT4;textile;investment;1427;1485;1685;1846;1799;1872;1799;1872;1880;2156;2233;2166;2177;2144;2317;2247;2855;2999;3085
Pettenati;PN;PTNT4;textile;ebitda;56240;59138;58358;62195;69316;76590;79330;73782;68328;61475;69508;59981;62724;67167;65324;74000;71396;33756;45371
Pettenati;PN;PTNT4;textile;net_cash_flow;12501;15642;18018;12920;15074;3016;25512;8517;16981;13200;7449;15091;4425;10228;14515;12064;24819;16215;19856
Pettenati;PN;PTNT4;textile;operational_expenses;43186;55999;10937;18767;26055;34644;8082;16279;24464;33527;7031;22597;27951;36163;7596;17802;24825;44405;9615
Pettenati;PN;PTNT4;textile;financial_expenses;19143;26463;5695;10971;15906;20682;3623;7292;10884;14957;4360;8193;11888;15455;3314;7175;17192;23581;7586
Pettenati;PN;PTNT4;textile;financial_revenue;11441;15303;3760;7584;10595;14389;2711;5207;7887;10974;2462;4756;8182;10895;3033;6474;11436;16644;5423
Pettenati;PN;PTNT4;textile;short_term_loans;63892;64696;63469;54383;53689;71562;63517;64226;55467;52336;54510;61500;72349;56985;59504;62934;113930;125062;90527
Pettenati;PN;PTNT4;textile;long_term_loans;96931;88150;91025;71640;66555;38559;32069;45988;55193;50475;58494;52079;44992;52206;61126;68304;78057;108060;169284
Petz;ON;PETZ3;retail;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;986076;298597;617270;994974
Petz;ON;PETZ3;retail;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509748;159454;322729;514574
Petz;ON;PETZ3;retail;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petz;ON;PETZ3;retail;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petz;ON;PETZ3;retail;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petz;ON;PETZ3;retail;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390215;106675;237059;387972
Petz;ON;PETZ3;retail;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58490;15804;33336;50639
Petz;ON;PETZ3;retail;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8715;7683;9871;11442
Petz;ON;PETZ3;retail;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170287;207280;257215;235745
Petz;ON;PETZ3;retail;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683207;803507;794736;293813
Planoeplano;ON;PLPL3;real_state;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197491;395537;496967
Planoeplano;ON;PLPL3;real_state;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122473;248446;329699
Planoeplano;ON;PLPL3;real_state;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Planoeplano;ON;PLPL3;real_state;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Planoeplano;ON;PLPL3;real_state;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26191;2962;9620
Planoeplano;ON;PLPL3;real_state;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50226;85160;91961
Planoeplano;ON;PLPL3;real_state;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4303;11995;3560
Planoeplano;ON;PLPL3;real_state;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4887;7550;4900
Planoeplano;ON;PLPL3;real_state;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30376;30035;30200
Planoeplano;ON;PLPL3;real_state;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251554;322397;344357
Plascar Part;ON;PLAS3;vehicles;net_revenue;82018;158892;261859;351385;81473;175268;276719;389175;82136;165027;252939;346821;75160;178242;290137;407550;91745;133470;232065
Plascar Part;ON;PLAS3;vehicles;cogs;94005;196583;298739;386884;81329;173376;264969;367141;79679;164585;251002;335938;80581;181014;278668;376247;86046;146673;244779
Plascar Part;ON;PLAS3;vehicles;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8542;0;0;0
Plascar Part;ON;PLAS3;vehicles;ebitda;41487;75211;82026;71303;53713;25383;14462;719;86;1219;12289;85282;94769;87247;75289;66930;82721;64503;48308
Plascar Part;ON;PLAS3;vehicles;net_cash_flow;13370;14998;10718;17602;10490;10461;10004;2067;1783;1439;4333;11083;101833;74183;6468;3154;19230;4067;2550
Plascar Part;ON;PLAS3;vehicles;operational_expenses;19529;38276;55972;78008;13801;31473;47575;63700;16149;30821;49071;136513;19425;38731;62927;24924;18400;32220;58518
Plascar Part;ON;PLAS3;vehicles;financial_expenses;28880;59112;98631;133151;31867;53895;78820;107224;25260;45133;93953;130929;33329;61582;76845;96391;17851;26565;41931
Plascar Part;ON;PLAS3;vehicles;financial_revenue;595;1088;1352;2008;402;1490;2035;2358;313;1098;1956;2788;982;1397;2940;84861;4131;8337;13621
Plascar Part;ON;PLAS3;vehicles;short_term_loans;323553;324491;327488;333886;340499;345119;356373;370963;383535;395829;422941;444485;10444;34087;42464;52858;52650;47635;49463
Plascar Part;ON;PLAS3;vehicles;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;187202;141074;140783;142898;117631;119757;119060
Polpar;ON;PPAR3;other;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polpar;ON;PPAR3;other;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polpar;ON;PPAR3;other;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polpar;ON;PPAR3;other;ebitda;434;642;544;1366;1084;1201;1197;383;393;243;315;171;159;375;313;313;300;167;167
Polpar;ON;PPAR3;other;net_cash_flow;76;291;1;1028;255;307;12;174;25;201;12;90;25;397;19;12;79;58;16
Polpar;ON;PPAR3;other;operational_expenses;183;433;417;1366;99;268;248;383;89;128;180;171;101;332;322;313;114;148;158
Polpar;ON;PPAR3;other;financial_expenses;2;3;5;6;4;3;5;6;2;4;6;9;3;6;8;11;3;5;9
Polpar;ON;PPAR3;other;financial_revenue;97;166;217;266;69;120;168;191;36;70;110;150;40;83;128;159;2;7;43
Polpar;ON;PPAR3;other;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polpar;ON;PPAR3;other;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomifrutas;ON;FRTA3;agriculture;net_revenue;11325;23933;37808;45510;14397;28703;40274;44730;1989;4829;5213;5216;4055;9237;9539;9545;5049;6487;9688
Pomifrutas;ON;FRTA3;agriculture;cogs;9910;22550;38419;48701;11567;30307;43107;49154;2740;7629;8807;8810;1981;6727;6753;6754;3129;4221;5677
Pomifrutas;ON;FRTA3;agriculture;investment;17541;17748;17541;17583;17592;17592;17592;17592;17588;177;0;0;0;0;0;0;0;0;0
Pomifrutas;ON;FRTA3;agriculture;ebitda;12258;7789;4361;8680;7898;9162;18884;18133;24396;23638;12986;10787;11623;10063;4523;0;0;0;0
Pomifrutas;ON;FRTA3;agriculture;net_cash_flow;5995;12041;1425;9033;5854;3575;3439;2304;1241;469;19934;1355;773;704;3236;0;326;2729;328
Pomifrutas;ON;FRTA3;agriculture;operational_expenses;1726;4237;4416;9495;2314;1644;12189;17257;966;1650;3967;7785;2395;3571;4221;4868;1011;1626;2723
Pomifrutas;ON;FRTA3;agriculture;financial_expenses;3413;6770;10384;16541;4268;5882;8172;11969;4596;10673;14157;15569;2992;6793;8627;11264;3122;5071;7834
Pomifrutas;ON;FRTA3;agriculture;financial_revenue;73;195;352;10350;3229;4915;8374;12989;4634;9185;14296;15599;3536;6947;10135;13598;2505;6033;9352
Pomifrutas;ON;FRTA3;agriculture;short_term_loans;58978;61504;62883;6068;11750;9888;11273;46446;2551;47245;324;45322;56356;55720;54555;54026;54583;53637;53998
Pomifrutas;ON;FRTA3;agriculture;long_term_loans;181;141;134;52701;53894;54768;55654;17841;0;0;0;2608;0;0;0;0;9307;0;7550
Porto Seguro;ON;PSSA3;finance_and_securities;net_revenue;3976009;7872302;11986166;16134566;4025801;8129142;12400141;16894102;4341394;8757399;13202342;17821958;4333812;8660485;13223327;18080692;4461369;8634385;13401709
Porto Seguro;ON;PSSA3;finance_and_securities;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porto Seguro;ON;PSSA3;finance_and_securities;investment;8464;8651;8603;8554;8505;8456;8407;8358;7865;8260;99279;99233;99188;135140;136263;132478;136659;133136;133038
Porto Seguro;ON;PSSA3;finance_and_securities;ebitda;481949;325257;346406;326985;346350;421186;459010;628341;812459;1104592;1353252;1493052;1471207;1384268;1285249;1225313;1384664;1607055;1898352
Porto Seguro;ON;PSSA3;finance_and_securities;net_cash_flow;235849;615645;424410;33074;302934;660436;794458;325069;409672;780584;115961;376738;96953;1313824;281940;17512;674233;2959258;1429725
Porto Seguro;ON;PSSA3;finance_and_securities;operational_expenses;3928100;7829467;11875612;16015060;3964374;8003683;12172947;16492158;4098611;8162789;12264531;16581806;4115586;8177652;12489994;17092738;4082189;7764722;11988298
Porto Seguro;ON;PSSA3;finance_and_securities;financial_expenses;216698;414000;615178;803477;209321;370200;537479;718477;145850;245662;370355;574364;156884;360825;518672;648164;287217;474518;691412
Porto Seguro;ON;PSSA3;finance_and_securities;financial_revenue;569536;1077694;1563063;2021983;515180;873387;1514238;1849219;381653;649528;998772;1500291;427956;878069;1288207;1687266;285680;970652;1312609
Porto Seguro;ON;PSSA3;finance_and_securities;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porto Seguro;ON;PSSA3;finance_and_securities;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Positivo Tec;ON;POSI3;eletronics;net_revenue;375600;940109;1353896;1746015;453508;888995;1326161;1913608;429659;914770;1404771;1951337;360079;925264;1359064;1915308;378566;819085;1340832
Positivo Tec;ON;POSI3;eletronics;cogs;293707;699496;980182;1239609;319600;629190;953479;1420259;317518;687939;1048153;1436949;259522;670442;1010285;1435200;304300;661512;1063471
Positivo Tec;ON;POSI3;eletronics;investment;64380;71214;67728;65186;61378;60994;60242;53604;48981;55244;48850;48087;46209;51886;51540;73433;101764;93409;89740
Positivo Tec;ON;POSI3;eletronics;ebitda;43071;89436;119420;171145;161125;138695;127629;71076;57927;31024;31727;107600;106765;149907;153957;134850;114946;75689;105143
Positivo Tec;ON;POSI3;eletronics;net_cash_flow;11545;19751;22463;21399;14055;32415;7280;58441;90121;6972;28880;42884;2750;32434;17160;23115;261258;76716;27959
Positivo Tec;ON;POSI3;eletronics;operational_expenses;54467;172180;279868;385131;111055;212990;307556;454272;102705;221324;332152;439374;93675;209938;282547;381253;87223;171684;240375
Positivo Tec;ON;POSI3;eletronics;financial_expenses;60599;114164;154498;202576;49602;87424;118255;148199;21981;49252;76303;112911;26355;54791;81475;107981;25973;47791;71033
Positivo Tec;ON;POSI3;eletronics;financial_revenue;22764;47960;68350;90967;18401;34497;51688;65135;14507;34097;54020;48130;14878;19359;35746;37406;45912;59208;90039
Positivo Tec;ON;POSI3;eletronics;short_term_loans;559434;510763;504904;537508;453258;541790;497945;439705;438566;463740;492935;519434;549513;498043;539527;601728;651698;690895;595124
Positivo Tec;ON;POSI3;eletronics;long_term_loans;158606;142442;119133;140718;117564;104902;107704;91602;87570;87163;100502;90801;82793;104111;95321;110396;122514;114613;189770
Pratica;ON;PTCA3;eletronics;net_revenue;0;0;0;0;0;0;0;0;21797;45494;77160;111567;24721;56162;94293;137640;28224;49084;79198
Pratica;ON;PTCA3;eletronics;cogs;0;0;0;0;0;0;0;0;11716;25174;43578;62155;15256;32353;52876;77034;15749;28633;45445
Pratica;ON;PTCA3;eletronics;investment;0;0;0;0;0;0;0;0;350;375;511;415;484;587;789;768;746;704;865
Pratica;ON;PTCA3;eletronics;ebitda;0;0;0;0;0;0;0;0;0;0;0;14224;0;13659;14901;17926;18965;15369;13197
Pratica;ON;PTCA3;eletronics;net_cash_flow;0;0;0;0;0;0;0;0;0;0;46;2600;388;4192;702;215;3346;14201;5769
Pratica;ON;PTCA3;eletronics;operational_expenses;0;0;0;0;0;0;0;0;7819;16647;26220;38563;9185;20791;33738;46547;11480;20714;31779
Pratica;ON;PTCA3;eletronics;financial_expenses;0;0;0;0;0;0;0;0;1241;3116;5795;7901;1908;4009;6173;8656;2705;5139;8011
Pratica;ON;PTCA3;eletronics;financial_revenue;0;0;0;0;0;0;0;0;544;1438;2672;3913;878;1597;3138;4294;3827;5579;7511
Pratica;ON;PTCA3;eletronics;short_term_loans;0;0;0;0;0;0;0;0;13678;17432;17064;13765;13841;16992;16405;19074;27449;27881;27415
Pratica;ON;PTCA3;eletronics;long_term_loans;0;0;0;0;0;0;0;0;15772;15699;30153;28293;26414;39152;36306;31442;28655;31705;32129
Priner;ON;PRNR3;real_state;net_revenue;0;0;0;204112;52292;106317;167716;236502;76096;160422;240306;327237;82880;175336;260725;348612;71122;119309;174136
Priner;ON;PRNR3;real_state;cogs;0;0;0;156967;39486;84041;141284;203099;65521;142840;213788;282214;72350;152118;226765;299585;61707;114143;159523
Priner;ON;PRNR3;real_state;investment;0;0;0;64;2035;2056;2337;1247;1854;2292;2408;1696;1533;1821;1565;1728;1945;0;0
Priner;ON;PRNR3;real_state;ebitda;0;0;0;21577;0;0;0;4677;5330;11301;19054;29778;28480;28105;25133;27464;37736;20904;19420
Priner;ON;PRNR3;real_state;net_cash_flow;0;0;0;0;6120;4896;17072;16000;1862;5765;424;5174;1625;5785;7912;53;30091;6286;7262
Priner;ON;PRNR3;real_state;operational_expenses;0;0;0;35559;8840;19219;27356;40930;7742;11427;17156;29927;9603;20217;31697;41267;1361;9437;21897
Priner;ON;PRNR3;real_state;financial_expenses;0;0;0;7503;1412;3364;6646;8518;3323;7708;12380;15462;4069;8724;13466;18050;4511;8326;9446
Priner;ON;PRNR3;real_state;financial_revenue;0;0;0;4318;544;1099;1875;2383;895;2539;5141;6331;1566;2259;3348;4465;1939;4871;4751
Priner;ON;PRNR3;real_state;short_term_loans;0;0;0;14751;12010;22747;28186;43474;53759;43836;46112;53735;58322;14408;13815;21968;23944;29629;28405
Priner;ON;PRNR3;real_state;long_term_loans;0;0;0;1928;882;12069;20403;21702;13952;16906;16338;13902;17393;77832;72901;64062;55691;49047;42790
Profarma;ON;PFRM3;retail;net_revenue;978056;1978439;2991466;4084669;1042878;2088374;3129552;4100711;987818;1996925;3095300;4271127;1104233;2238539;3501439;4801292;1407344;2654979;3980885
Profarma;ON;PFRM3;retail;cogs;844613;1667351;2526233;3459416;864873;1724568;2592457;3399743;827642;1661786;2589621;3590217;939642;1883287;2958784;4063455;1220039;2293044;3415901
Profarma;ON;PFRM3;retail;investment;57864;77226;80736;79823;78448;77153;75976;76688;76829;74716;38797;29771;30058;30837;31504;32361;33439;34140;35341
Profarma;ON;PFRM3;retail;ebitda;83764;109555;119100;95666;85787;44652;8332;20204;19824;37528;61880;88646;98190;104467;123621;96324;107562;103910;170663
Profarma;ON;PFRM3;retail;net_cash_flow;81686;210387;116801;49150;55503;42035;13743;70141;63536;32677;53170;44504;40744;16397;20269;99285;80921;110174;3183
Profarma;ON;PFRM3;retail;operational_expenses;118598;248732;378702;549089;175270;356847;544124;712233;159459;313817;475908;625997;154660;319175;479547;676888;165964;317944;476724
Profarma;ON;PFRM3;retail;financial_expenses;33272;70913;115464;158032;46258;91187;129347;163331;20377;46108;74296;98639;24821;52907;83667;102346;26325;59761;82246
Profarma;ON;PFRM3;retail;financial_revenue;7882;17048;22893;29450;5629;11637;17404;20982;4171;7873;10820;13594;2510;5102;8024;62954;2189;4677;8576
Profarma;ON;PFRM3;retail;short_term_loans;318891;308407;257097;246314;271938;419331;446676;715867;591902;494657;268814;292322;314143;396948;369245;344650;569042;626121;385989
Profarma;ON;PFRM3;retail;long_term_loans;174219;221758;291768;362393;398432;354457;308959;41338;17471;101276;344118;343688;276030;283378;339936;323501;333501;324686;338081
Prompt;ON;PRPT3B;other;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prompt;ON;PRPT3B;other;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prompt;ON;PRPT3B;other;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prompt;ON;PRPT3B;other;ebitda;110;119;112;112;111;94;113;115;154;152;139;130;138;144;143;144;153;135;132
Prompt;ON;PRPT3B;other;net_cash_flow;27;29;29;22;31;25;29;23;54;39;19;16;65;40;18;16;77;19;15
Prompt;ON;PRPT3B;other;operational_expenses;33;76;90;112;31;58;90;115;70;94;114;130;78;108;126;144;87;99;114
Prompt;ON;PRPT3B;other;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prompt;ON;PRPT3B;other;financial_revenue;1;3;5;6;1;2;3;4;1;2;2;3;1;2;2;4;1;2;3
Prompt;ON;PRPT3B;other;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prompt;ON;PRPT3B;other;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qualicorp;ON;QUAL3;other;net_revenue;454791;927367;1448949;1964404;507057;1019583;1567250;2075289;479203;961977;1453083;1932124;466642;964126;1481819;2003010;502550;986253;1510857
Qualicorp;ON;QUAL3;other;cogs;114340;237987;368644;502642;126789;249241;377611;497382;91987;186293;279152;368621;86324;179552;269146;379484;86684;179348;275063
Qualicorp;ON;QUAL3;other;investment;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262
Qualicorp;ON;QUAL3;other;ebitda;671368;661333;677578;709876;752921;757404;819719;836847;870307;916109;923187;979639;991422;1036259;1077629;985315;953447;971974;978341
Qualicorp;ON;QUAL3;other;net_cash_flow;64009;125578;174596;128044;237195;66738;188535;66335;242790;64579;203190;76126;252210;131962;104118;194282;135249;199767;188767
Qualicorp;ON;QUAL3;other;operational_expenses;224733;453308;712523;968145;223582;491905;721317;969430;217129;458982;682374;907350;213833;442228;668088;1018953;282202;486777;707530
Qualicorp;ON;QUAL3;other;financial_expenses;42285;83634;130012;178509;40640;78550;130947;156808;22555;45424;68666;91078;24364;49139;83226;115968;33983;67019;90025
Qualicorp;ON;QUAL3;other;financial_revenue;31947;65391;103898;145326;39394;73602;111040;131485;16380;32030;48868;63034;16852;35833;62353;79219;12871;27270;40133
Qualicorp;ON;QUAL3;other;short_term_loans;311792;332051;414461;11145;32360;8935;24887;5009;16810;4699;16563;615726;647770;637517;14097;34340;13419;26838;20675
Qualicorp;ON;QUAL3;other;long_term_loans;219154;219303;119452;606360;606764;607369;608176;608781;609386;609991;610597;0;40829;38750;1295476;1296060;1296645;1297229;1318950
Quality Soft;ON;QUSW3;software_and_data;net_revenue;15018;29937;47668;68186;13838;40853;67111;90493;28367;58716;88091;119474;29655;61142;93884;128656;32332;63202;93954
Quality Soft;ON;QUSW3;software_and_data;cogs;12249;24814;34439;46350;11943;29743;50122;70197;21061;43287;64999;87888;22526;47477;72912;98008;23198;45474;68059
Quality Soft;ON;QUSW3;software_and_data;investment;14386;14536;14536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quality Soft;ON;QUSW3;software_and_data;ebitda;0;12364;10984;9888;9053;13990;9401;861;5471;3315;4798;10616;10367;9754;10290;11697;14100;16753;18441
Quality Soft;ON;QUSW3;software_and_data;net_cash_flow;1902;1667;1702;483;648;31011;1279;1345;3021;4072;1250;2752;3423;38;876;3147;2072;8547;1045
Quality Soft;ON;QUSW3;software_and_data;operational_expenses;3801;6482;8971;12411;3823;8412;13324;20076;4612;10415;15626;21752;4840;9699;14395;20508;4517;8876;12598
Quality Soft;ON;QUSW3;software_and_data;financial_expenses;447;739;1069;2581;711;1747;2681;3597;1394;3129;4937;6440;1739;3381;4941;6596;1369;3080;4267
Quality Soft;ON;QUSW3;software_and_data;financial_revenue;213;423;757;980;344;555;705;808;74;140;232;2985;297;848;1195;1794;390;708;1114
Quality Soft;ON;QUSW3;software_and_data;short_term_loans;606;70;1483;1497;4050;4207;3757;7705;5535;8390;12768;15368;19833;17142;14659;14128;12785;12830;10680
Quality Soft;ON;QUSW3;software_and_data;long_term_loans;5553;5484;3581;3237;1989;1763;1538;1324;2050;3781;3331;7739;23355;20824;18314;18151;15573;18356;17799
Quero0Quero;ON;LJQQ3;retail;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1344032;314699;663840;1118998
Quero0Quero;ON;LJQQ3;retail;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;801991;188312;399059;662856
Quero0Quero;ON;LJQQ3;retail;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quero0Quero;ON;LJQQ3;retail;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162460;0;0;0
Quero0Quero;ON;LJQQ3;retail;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118010;101419;74933
Quero0Quero;ON;LJQQ3;retail;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428059;112476;226557;362958
Quero0Quero;ON;LJQQ3;retail;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82478;18557;38391;55845
Quero0Quero;ON;LJQQ3;retail;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16020;2672;5311;15198
Quero0Quero;ON;LJQQ3;retail;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69235;121055;156371;167840
Quero0Quero;ON;LJQQ3;retail;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266764;272237;259847;235024
RaiaDrogasil;ON;RADL3;retail;net_revenue;2515427;5298638;8199568;11256565;3057110;6294369;9711209;13212505;3433578;7047566;10804380;14801445;3953351;8178845;12780486;17565600;4949871;9419646;14513099
RaiaDrogasil;ON;RADL3;retail;cogs;1758487;3616873;5617768;7752422;2135486;4373024;6769468;9224505;2406819;4916608;7556647;10355923;2791688;5727897;8993127;12367239;3508021;6657673;10256128
RaiaDrogasil;ON;RADL3;retail;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3289;3289;0
RaiaDrogasil;ON;RADL3;retail;ebitda;0;0;0;979972;1028993;1025329;1067850;1130686;1161013;1166880;1162614;1137269;1275434;1470183;1953376;2162219;2279650;2182574;1960275
RaiaDrogasil;ON;RADL3;retail;net_cash_flow;152672;3941;167679;55406;147339;39462;118435;58026;73859;70039;14543;109253;99278;211328;117843;468479;114571;394790;464729
RaiaDrogasil;ON;RADL3;retail;operational_expenses;627031;1313656;2030186;2798605;757288;1537433;2348126;3195416;850612;1744670;2675216;3724012;1005292;2058526;2903009;4079892;1200024;2398019;3614048
RaiaDrogasil;ON;RADL3;retail;financial_expenses;42894;90748;150590;219755;57709;115657;172856;212923;32605;76804;123022;154437;72895;148464;238812;411246;90086;177906;264397
RaiaDrogasil;ON;RADL3;retail;financial_revenue;25705;48923;78204;109433;28219;57026;85257;106883;16467;34803;54271;71783;17654;33557;55654;76945;15859;30795;40581
RaiaDrogasil;ON;RADL3;retail;short_term_loans;108676;111742;117787;132581;167929;240625;231775;196248;186160;227243;237205;272939;280765;274744;247469;228661;533458;537353;536490
RaiaDrogasil;ON;RADL3;retail;long_term_loans;185015;211395;242297;281387;305479;513039;486715;414711;387345;684376;665921;570211;797523;704966;989944;897815;879716;1191068;1195516
Randon Part;PN;RAPT4;vehicles;net_revenue;734614;1431366;2001588;2623976;579736;1309843;2083546;2936758;921639;1940502;3050375;4262602;1133591;2435712;3807041;5092365;1167733;2100725;3616225
Randon Part;PN;RAPT4;vehicles;cogs;603597;1137983;1596155;2103069;461308;1009466;1589409;2239754;704542;1479741;2317340;3250088;864716;1819626;2852350;3833502;915552;1647756;2743632
Randon Part;PN;RAPT4;vehicles;investment;1274;1276;1276;54381;54152;24580;24546;43621;44318;44318;44318;49918;49918;49919;48791;49714;40634;28580;28580
Randon Part;PN;RAPT4;vehicles;ebitda;157277;185676;163112;142717;144578;156045;230889;308227;419496;458904;513576;559733;529397;601376;640940;666498;644316;599981;680995
Randon Part;PN;RAPT4;vehicles;net_cash_flow;140724;284392;129116;93419;44557;282271;106090;92115;109431;45012;124785;178129;21065;21984;15720;218074;6539;259831;181180
Randon Part;PN;RAPT4;vehicles;operational_expenses;116060;232811;355242;499521;99109;222420;349708;506058;87313;235424;389370;575024;171213;352280;536908;727905;188669;279716;477306
Randon Part;PN;RAPT4;vehicles;financial_expenses;112272;219278;287204;376340;88719;167641;232992;299298;60454;188596;335195;460200;109983;202697;341906;442944;181528;283576;385898
Randon Part;PN;RAPT4;vehicles;financial_revenue;97438;191027;266510;356035;89255;153245;209466;262296;40476;137805;247489;341925;75370;160362;264489;341629;154133;250103;336184
Randon Part;PN;RAPT4;vehicles;short_term_loans;818779;549927;630463;777475;769157;692997;700960;838690;925288;946060;831486;854181;674598;415423;472922;571756;496509;785685;905849
Randon Part;PN;RAPT4;vehicles;long_term_loans;1812853;1828400;1639300;1651843;1525571;1471289;1356392;1368968;1146411;1531147;2162056;1984614;1930785;2356550;2397238;2294903;2349624;2552424;2801435
Recrusul;ON;RCSL3;vehicles;net_revenue;0;0;0;0;0;0;9;35;0;0;1176;4462;3098;9355;15376;18660;4223;10099;20048
Recrusul;ON;RCSL3;vehicles;cogs;0;0;0;0;0;0;0;0;0;0;978;3801;2497;7301;11845;14281;3333;8016;15843
Recrusul;ON;RCSL3;vehicles;investment;147;147;147;147;147;147;147;147;147;147;147;147;147;147;147;147;147;147;150
Recrusul;ON;RCSL3;vehicles;ebitda;3914;3707;6086;6129;9322;10593;25614;25992;24137;22852;4250;4684;2838;1637;0;909;0;0;0
Recrusul;ON;RCSL3;vehicles;net_cash_flow;1292;1460;35573;259;221;64;7578;12502;2089;424;6919;44285;3015;117;0;0;1390;0;0
Recrusul;ON;RCSL3;vehicles;operational_expenses;1092;2034;5741;6463;4135;6343;25216;26346;2274;3194;3655;5648;1034;2209;3153;4139;1118;2110;3384
